,Lat,Lon,Date,Emission
167,33.79765,-117.462502,2022-04-01 21:22:06+00:00,408.3424587
168,33.720606,-117.704218,2022-04-01 21:29:26+00:00,437.3110295
169,34.327882,-118.516803,2022-04-01 21:47:26+00:00,1444.963478
170,37.458775,-121.942427,2022-04-06 18:18:17+00:00,6470.644088
171,37.995263,-121.937379,2022-04-06 18:42:00+00:00,789.5585591
172,38.014765,-122.114041,2022-04-06 18:49:22+00:00,474.0026656
174,37.45678,-121.942402,2022-04-06 19:32:19+00:00,1374.149685
175,25.858422,-80.35176,2022-04-10 15:33:53+00:00,3351.647828
176,25.8573,-80.352214,2022-04-10 15:38:46+00:00,1999.569265
178,27.202179,-82.394735,2022-04-11 14:47:00+00:00,2149.45342
179,27.475355,-82.443531,2022-04-11 14:52:17+00:00,2513.487602
181,28.474502,-81.225103,2022-04-11 15:47:18+00:00,4770.918167
184,25.857411,-80.351967,2022-04-13 13:52:59+00:00,1664.409244
185,36.73529,-107.966251,2022-04-15 16:56:31+00:00,67.57450234
186,36.732652,-107.968376,2022-04-15 16:56:31+00:00,48.92048804
187,36.730625,-107.967266,2022-04-15 16:56:31+00:00,34.28101391
188,36.732653,-107.961328,2022-04-15 16:56:31+00:00,108.857894
189,36.728869,-107.957367,2022-04-15 16:56:31+00:00,166.0829135
190,36.680991,-107.878106,2022-04-15 16:56:31+00:00,53.92800187
191,36.597796,-107.776265,2022-04-15 16:56:31+00:00,90.66444887
192,36.542773,-107.703467,2022-04-15 16:56:31+00:00,219.522222
193,36.521799,-107.651819,2022-04-15 16:56:31+00:00,255.1680298
194,36.850905,-108.090667,2022-04-15 17:10:29+00:00,208.2902585
195,36.711255,-107.894261,2022-04-15 17:10:29+00:00,263.5086198
196,36.872363,-108.082343,2022-04-15 17:26:31+00:00,289.7616062
197,36.68221,-107.818444,2022-04-15 17:26:31+00:00,339.0579112
198,36.68617,-107.811823,2022-04-15 17:26:31+00:00,56.6833922
199,36.539061,-107.601881,2022-04-15 17:26:31+00:00,516.2631123
200,36.930195,-108.150036,2022-04-15 17:43:43+00:00,348.0215679
201,36.92925,-108.150043,2022-04-15 17:43:43+00:00,284.0513098
202,36.925704,-108.148183,2022-04-15 17:43:43+00:00,220.0147238
203,36.907027,-108.07733,2022-04-15 18:03:41+00:00,166.0280382
204,36.89694,-108.05462,2022-04-15 18:03:41+00:00,249.9194509
205,36.865432,-107.993911,2022-04-15 18:03:41+00:00,398.1908582
206,36.800957,-107.892831,2022-04-15 18:03:41+00:00,240.5252905
207,36.606383,-107.609465,2022-04-15 18:03:41+00:00,900.9666916
208,36.461491,-107.429458,2022-04-15 18:03:41+00:00,135.0308508
209,36.918892,-108.018713,2022-04-15 18:21:36+00:00,808.2076522
210,36.897315,-108.015804,2022-04-15 18:21:36+00:00,305.3650469
211,36.884421,-107.970757,2022-04-15 18:21:36+00:00,172.6788026
212,36.770552,-107.815909,2022-04-15 18:21:36+00:00,582.1780945
213,36.771378,-107.8161,2022-04-15 18:21:36+00:00,126.4123741
214,36.767481,-107.803557,2022-04-15 18:21:36+00:00,306.9635081
215,36.665047,-107.67444,2022-04-15 18:21:36+00:00,157.0534319
216,36.639314,-107.640742,2022-04-15 18:21:36+00:00,190.8456133
217,36.461858,-107.371415,2022-04-15 18:21:36+00:00,101.3173597
218,36.83718,-107.738594,2022-04-15 18:44:11+00:00,625.8316785
219,36.677082,-107.509736,2022-04-15 18:44:11+00:00,412.2032852
220,36.664362,-107.468994,2022-04-15 18:44:11+00:00,356.6718607
221,36.622219,-107.415207,2022-04-15 18:44:11+00:00,272.048898
222,36.593315,-107.393755,2022-04-15 18:44:11+00:00,315.7561802
223,36.693994,-107.494467,2022-04-15 19:03:37+00:00,289.4702791
224,36.845732,-107.673072,2022-04-15 19:23:19+00:00,436.7403694
225,36.858388,-107.685497,2022-04-15 19:23:19+00:00,381.0459189
226,36.9393,-107.789426,2022-04-15 19:23:19+00:00,485.6057001
227,36.671391,-107.346976,2022-04-15 19:41:00+00:00,1084.580906
228,36.945538,-107.75185,2022-04-15 19:41:00+00:00,310.5981622
229,36.974531,-107.796597,2022-04-15 19:41:00+00:00,472.3839103
230,36.627926,-107.253662,2022-04-15 20:00:19+00:00,273.496233
231,36.8247,-107.537003,2022-04-15 20:00:19+00:00,236.6873542
232,37.108834,-107.960389,2022-04-15 20:00:19+00:00,881.1892082
233,33.708213,-87.058419,2022-04-19 15:18:09+00:00,5079.426924
234,33.486635,-87.094305,2022-04-19 15:28:26+00:00,3807.867109
235,33.43881,-87.153878,2022-04-19 15:50:53+00:00,2284.9292
236,33.442234,-87.154004,2022-04-19 15:50:53+00:00,1993.82863
237,33.402986,-87.199224,2022-04-19 16:16:35+00:00,5389.712079
238,33.332115,-87.211427,2022-04-19 16:16:35+00:00,1751.656714
239,33.421627,-87.23968,2022-04-19 16:28:41+00:00,2253.020303
240,33.378026,-87.232962,2022-04-19 16:28:41+00:00,5554.861119
241,33.332043,-87.211262,2022-04-19 16:28:41+00:00,2276.852933
242,33.421041,-87.239701,2022-04-19 16:38:55+00:00,3501.831363
243,33.394264,-87.265529,2022-04-19 16:38:55+00:00,2574.120255
244,33.376754,-87.25187,2022-04-19 16:38:55+00:00,643.1826937
245,33.377962,-87.233801,2022-04-19 16:38:55+00:00,3030.319329
246,33.394182,-87.265674,2022-04-19 16:53:29+00:00,2747.732733
247,33.510758,-87.287721,2022-04-19 17:04:08+00:00,991.1122376
248,33.387701,-87.290338,2022-04-19 17:04:08+00:00,1286.488177
249,33.535978,-87.332869,2022-04-19 17:18:16+00:00,410.5083593
250,33.407845,-87.336542,2022-04-19 17:18:16+00:00,3751.837502
252,33.376206,-87.319809,2022-04-19 17:18:16+00:00,790.1047971
253,33.366351,-87.335051,2022-04-19 17:18:16+00:00,620.3914675
254,33.396814,-87.342631,2022-04-19 17:28:48+00:00,1939.60437
256,33.998294,-85.178777,2022-04-20 14:40:03+00:00,2821.587505
259,34.13589,-84.039401,2022-04-20 15:04:45+00:00,6039.135297
260,33.659868,-84.257694,2022-04-20 15:18:50+00:00,3559.129298
264,33.716204,-86.857003,2022-04-20 16:34:28+00:00,2559.814661
265,33.718414,-86.859086,2022-04-22 14:50:57+00:00,3842.804051
267,33.710872,-87.057501,2022-04-22 14:57:51+00:00,1837.629002
268,33.486647,-87.094427,2022-04-22 15:08:48+00:00,2339.798092
269,33.442396,-87.154,2022-04-22 15:30:07+00:00,1955.066998
270,33.438933,-87.154037,2022-04-22 15:30:07+00:00,1792.777252
273,33.4032,-87.199193,2022-04-22 15:51:37+00:00,4202.731905
274,33.378224,-87.233155,2022-04-22 16:03:23+00:00,5098.093412
275,33.421531,-87.239826,2022-04-22 16:16:50+00:00,2118.73108
276,33.378245,-87.23292,2022-04-22 16:16:50+00:00,5368.042841
277,33.510622,-87.287687,2022-04-22 16:28:54+00:00,883.5379339
278,33.394383,-87.265558,2022-04-22 16:28:54+00:00,2911.183621
279,33.543988,-87.308238,2022-04-22 16:42:12+00:00,1108.82414
280,33.54399,-87.308298,2022-04-22 16:54:46+00:00,1688.940375
281,33.407979,-87.336632,2022-04-22 16:54:46+00:00,2796.698628
282,33.373918,-87.321193,2022-04-22 16:54:46+00:00,1525.938349
283,33.366034,-87.335054,2022-04-22 16:54:46+00:00,1340.936801
284,33.407885,-87.336495,2022-04-22 17:07:40+00:00,2379.450604
285,33.364654,-87.336241,2022-04-22 17:07:40+00:00,603.8804895
286,33.99767,-85.177389,2022-04-23 14:43:26+00:00,4634.831805
287,33.995803,-85.178308,2022-04-23 14:43:26+00:00,2683.58722
290,34.274359,-84.391185,2022-04-23 14:58:24+00:00,1705.628984
292,34.135555,-84.03766,2022-04-23 15:09:22+00:00,3205.07686
294,33.657987,-84.25611,2022-04-23 15:25:33+00:00,1977.199428
295,33.240265,-84.121897,2022-04-23 15:42:03+00:00,3571.426808
296,33.60347,-86.521941,2022-04-23 16:26:39+00:00,1506.968229
297,33.71666,-86.858769,2022-04-23 16:44:38+00:00,4153.40654
299,33.403175,-87.199424,2022-04-23 17:38:58+00:00,5274.048146
300,33.805398,-118.277981,2022-04-24 18:41:13+00:00,58.63025416
301,33.788596,-118.23434,2022-04-24 18:50:00+00:00,397.4320279
302,33.796087,-118.230011,2022-04-24 18:50:00+00:00,542.0159203
303,33.816487,-118.235812,2022-04-24 18:50:00+00:00,115.668736
304,33.796177,-118.229953,2022-04-24 18:54:24+00:00,499.5393098
305,33.788584,-118.234347,2022-04-24 18:54:24+00:00,373.6248512
306,33.926423,-118.430267,2022-04-24 19:12:56+00:00,64.23414128
307,33.805306,-118.278257,2022-04-24 19:40:33+00:00,124.0754964
308,33.796279,-118.230055,2022-04-24 19:50:45+00:00,384.5925206
309,33.816532,-118.235789,2022-04-24 19:50:45+00:00,79.84517255
310,33.796238,-118.229959,2022-04-24 19:55:45+00:00,359.6747937
311,33.926404,-118.430042,2022-04-24 20:15:33+00:00,159.9614908
313,34.325628,-118.518964,2022-04-24 20:25:03+00:00,1626.118514
314,34.403924,-118.995836,2022-04-24 20:32:19+00:00,514.8495947
315,34.135435,-84.037699,2022-04-25 15:12:01+00:00,1952.904283
316,34.136976,-84.034457,2022-04-25 15:12:01+00:00,1944.361098
317,34.135219,-84.03704,2022-04-25 15:16:56+00:00,1919.26794
318,33.658484,-84.257348,2022-04-25 15:31:14+00:00,1998.691523
319,33.660363,-84.255942,2022-04-25 15:31:14+00:00,3122.217443
320,33.237053,-84.116976,2022-04-25 15:48:13+00:00,2356.212506
321,33.996324,-85.178355,2022-04-25 16:19:27+00:00,484.0696852
324,33.662517,-84.259379,2022-04-27 15:26:31+00:00,997.9658977
325,34.136242,-84.039531,2022-04-27 15:45:12+00:00,3385.966751
327,34.330252,-84.245359,2022-04-27 15:54:48+00:00,883.3061534
328,34.277672,-84.391611,2022-04-27 15:58:12+00:00,906.9627815
329,34.274024,-84.391304,2022-04-27 15:58:12+00:00,1701.066257
330,33.996632,-85.177973,2022-04-27 16:13:02+00:00,1711.95843
331,33.994301,-85.176268,2022-04-27 16:13:02+00:00,1564.563971
332,33.177082,-84.850196,2022-04-27 16:32:20+00:00,312.40936
333,33.177012,-84.850477,2022-04-27 16:37:24+00:00,362.0942143
334,33.175128,-84.845931,2022-04-27 16:37:24+00:00,647.7669001
335,33.603382,-86.522151,2022-04-27 17:15:48+00:00,2339.438329
336,33.713443,-86.85814,2022-04-27 17:29:07+00:00,3686.572579
337,33.708199,-87.058978,2022-04-27 17:34:34+00:00,2429.946642
338,33.709812,-87.057043,2022-04-27 17:34:34+00:00,1449.186171
339,33.18504,-86.698149,2022-04-27 17:51:23+00:00,980.673247
341,33.486778,-87.094031,2022-04-28 15:46:35+00:00,1157.728721
342,33.421375,-87.239944,2022-04-28 16:32:39+00:00,2069.070889
343,33.394408,-87.265568,2022-04-28 16:32:39+00:00,1440.735657
346,33.376974,-87.251949,2022-04-28 16:32:39+00:00,877.9224653
347,33.407757,-87.336679,2022-04-28 16:55:58+00:00,2349.911716
348,33.373811,-87.321106,2022-04-28 16:55:58+00:00,3798.92417
349,33.366042,-87.335058,2022-04-28 16:55:58+00:00,1237.749855
350,33.245204,-87.652852,2022-04-28 17:22:38+00:00,893.6071158
353,33.715211,-86.856396,2022-04-29 17:34:19+00:00,1735.363427
354,37.109602,-107.754283,2022-04-30 17:11:03+00:00,297.1865498
355,37.050823,-107.675143,2022-04-30 17:11:03+00:00,279.3196844
356,36.911922,-107.467582,2022-04-30 17:11:03+00:00,546.7696481
357,37.175436,-107.883801,2022-04-30 17:27:19+00:00,162.3340459
358,37.10081,-107.773803,2022-04-30 17:27:19+00:00,254.8436011
359,36.931265,-107.560715,2022-04-30 17:27:19+00:00,52.78170481
360,37.066393,-107.868888,2022-04-30 17:42:15+00:00,188.4432957
361,36.943111,-107.701675,2022-04-30 17:42:15+00:00,180.9519874
362,36.892893,-107.643211,2022-04-30 17:42:15+00:00,270.6271164
363,36.824815,-107.53687,2022-04-30 17:42:15+00:00,66.27339465
364,37.053147,-107.785141,2022-04-30 17:58:09+00:00,1291.518482
365,36.896956,-107.554729,2022-04-30 17:58:09+00:00,218.7587252
366,36.873304,-107.513467,2022-04-30 17:58:09+00:00,405.6815726
367,36.811908,-107.403936,2022-04-30 17:58:09+00:00,104.9419557
368,36.943305,-107.70188,2022-04-30 18:14:49+00:00,298.3212364
369,36.893059,-107.643944,2022-04-30 18:14:49+00:00,1127.011462
370,36.824787,-107.536912,2022-04-30 18:14:49+00:00,203.0112416
371,37.077343,-107.934072,2022-04-30 18:34:01+00:00,1548.767632
372,36.974549,-107.79647,2022-04-30 18:34:01+00:00,304.3640546
373,36.945442,-107.751815,2022-04-30 18:34:01+00:00,229.3766647
374,36.671319,-107.346823,2022-04-30 18:34:01+00:00,614.9434003
375,37.021031,-107.917602,2022-04-30 18:51:29+00:00,227.6880998
376,36.858451,-107.685277,2022-04-30 18:51:29+00:00,304.5927278
377,36.845702,-107.672756,2022-04-30 18:51:29+00:00,372.268919
378,36.643147,-107.355286,2022-04-30 18:51:29+00:00,142.6824003
379,37.103665,-108.067725,2022-04-30 19:11:23+00:00,175.824738
380,36.715918,-107.519961,2022-04-30 19:11:23+00:00,210.3134927
381,36.697098,-107.498977,2022-04-30 19:11:23+00:00,132.7622535
382,36.677479,-107.436795,2022-04-30 19:11:23+00:00,347.389113
383,36.837273,-107.738451,2022-04-30 19:28:57+00:00,381.1080438
384,36.730771,-107.552692,2022-04-30 19:28:57+00:00,168.7616009
385,36.629897,-107.441954,2022-04-30 19:28:57+00:00,900.5372584
386,36.593422,-107.39366,2022-04-30 19:28:57+00:00,303.568709
387,36.584769,-107.379226,2022-04-30 19:28:57+00:00,553.1797143
388,36.787202,-107.760731,2022-04-30 19:48:13+00:00,170.5741593
389,36.788204,-107.760706,2022-04-30 19:48:13+00:00,161.6443744
390,36.603491,-107.4967,2022-04-30 19:48:13+00:00,327.8684212
391,36.571158,-107.459955,2022-04-30 19:48:13+00:00,307.570569
392,36.527867,-107.387921,2022-04-30 19:48:13+00:00,521.1518138
393,36.77075,-107.815977,2022-04-30 20:04:54+00:00,673.2110873
394,36.767693,-107.803579,2022-04-30 20:04:54+00:00,171.7177984
395,36.723717,-107.746341,2022-04-30 20:04:54+00:00,330.7028769
396,36.481639,-107.370817,2022-04-30 20:04:54+00:00,637.110499
397,36.463288,-107.386472,2022-04-30 20:04:54+00:00,439.2893604
398,36.865346,-107.993945,2022-04-30 20:23:23+00:00,279.947469
399,36.929262,-108.149747,2022-04-30 20:39:34+00:00,221.9208357
400,36.925626,-108.148725,2022-04-30 20:39:34+00:00,144.3093013
401,36.903125,-108.083763,2022-04-30 20:39:34+00:00,75.62774494
402,36.907271,-108.077619,2022-04-30 20:39:34+00:00,185.2845622
403,36.421202,-107.384847,2022-04-30 20:39:34+00:00,200.9263281
404,36.86569,-108.071336,2022-04-30 20:58:25+00:00,340.3026226
405,36.758729,-107.912435,2022-04-30 20:58:25+00:00,133.9602078
406,36.764661,-107.981755,2022-04-30 21:16:21+00:00,209.3332313
407,36.711335,-107.894268,2022-04-30 21:16:21+00:00,1091.829139
408,36.92503,-108.265278,2022-05-01 16:02:58+00:00,98.73544123
409,36.732886,-107.968221,2022-05-01 16:02:58+00:00,324.6597829
410,36.732671,-107.961953,2022-05-01 16:02:58+00:00,266.2023793
412,36.599299,-107.751002,2022-05-01 16:02:58+00:00,468.5754819
413,36.530307,-107.656456,2022-05-01 16:02:58+00:00,501.149636
414,36.630784,-107.903077,2022-05-01 16:17:33+00:00,169.2801061
415,36.479282,-107.71073,2022-05-01 16:17:33+00:00,604.3481673
416,36.792667,-108.389029,2022-05-01 16:32:31+00:00,891.6221753
417,36.620486,-108.077573,2022-05-01 16:48:20+00:00,287.711038
418,36.549759,-107.914908,2022-05-01 17:02:35+00:00,652.3010614
419,36.520622,-107.817898,2022-05-01 17:18:16+00:00,279.5188303
420,36.479174,-107.710665,2022-05-01 17:33:11+00:00,517.026769
