plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,plume_png_object,plume_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20220614t174910-C,30.482125,-91.186407,2022-06-14T17:49:10+00,Electricity Generation (1A1),CH4,mf,"[-91.19223288574823, 30.477334770039928, -91.18009062284834, 30.487798772415292]",ang,,,163.019485,67.88054836,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220614t174910-D,30.483867,-91.172706,2022-06-14T17:49:10+00,Electricity Generation (1A1),CH4,mf,"[-91.17875199446796, 30.479539625299044, -91.16660951963378, 30.490003573278734]",ang,,,369.835524,76.5157021,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220614t190629-A,29.759795,-93.871069,2022-06-14T19:06:29+00,Electricity Generation (1A1),CH4,mf,"[-93.87629560323062, 29.75508103266101, -93.8643978526157, 29.76540958975641]",ang,,,633.9190437,123.751812,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220614t190837p0000-A,36.029262,-99.522349,2022-06-14T19:08:37+00,Oil & Gas (1B2),CH4,mf,"[-99.52931432927792, 36.02334578741603, -99.51548799902261, 36.03447794494576]",GAO,,,,,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220614t191242-A,30.053133,-93.756254,2022-06-14T19:12:42+00,Other,CH4,mf,"[-93.7619456971245, 30.04844617700012, -93.74995955224543, 30.058820868381876]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220614t191242-B,30.053558,-93.758179,2022-06-14T19:12:42+00,Other,CH4,mf,"[-93.76443256002882, 30.048524013291427, -93.7524465648756, 30.058852664219827]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220614t192753p0000-A,35.913243,-99.498374,2022-06-14T19:27:53+00,Oil & Gas (1B2),CH4,mf,"[-99.50543850484551, 35.90775839406385, -99.49175436646048, 35.918841253058524]",GAO,,,,,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220614t194455p0000-A,35.913327,-99.498293,2022-06-14T19:44:55+00,Oil & Gas (1B2),CH4,mf,"[-99.50501463372247, 35.9082060566039, -99.49139135815213, 35.91928903762077]",GAO,,,,,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220614t194455p0000-B,35.596226,-99.47345,2022-06-14T19:44:55+00,Oil & Gas (1B2),CH4,mf,"[-99.48066954361497, 35.5910813483247, -99.46703922882642, 35.60216463525668]",GAO,,,1019.73401,322.0749195,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220614t200437p0000-A,35.596313,-99.473312,2022-06-14T20:04:37+00,Oil & Gas (1B2),CH4,mf,"[-99.47977386965837, 35.593613585454676, -99.46620382680851, 35.6046969935474]",GAO,,,2014.46106,297.9596391,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220615t170720-A,29.935347,-90.263499,2022-06-15T17:07:20+00,Solid Waste (6A),CH4,mf,"[-90.27814138076249, 29.9182253940041, -90.25474399274982, 29.938502737066973]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220615t173245-A,30.213002,-91.007091,2022-06-15T17:32:45+00,Other,CH4,mf,"[-91.01209470649307, 30.20740770550048, -90.9999864349799, 30.217871235574343]",ang,,,311.9218501,185.9505566,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220615t180834-A,30.196202,-91.100528,2022-06-15T18:08:34+00,Oil & Gas (1B2),CH4,mf,"[-91.10639872760042, 30.190851309503095, -91.09429216916794, 30.201269227678324]",ang,,,72.16880501,41.38674175,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220615t182734-A,30.602894,-91.232754,2022-06-15T18:27:34+00,Solid Waste (6A),CH4,mf,"[-91.23846372034738, 30.598833474678408, -91.22630619079106, 30.60929753213481]",ang,,,1186.198406,700.5308437,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220615t183739-A,30.489333,-91.188016,2022-06-15T18:37:39+00,Electricity Generation (1A1),CH4,mf,"[-91.1900493937137, 30.47946467674927, -91.17471146228814, 30.492682177444934]",ang,,,623.9478632,301.3064287,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220615t194322p0000-A,35.592242,-99.420147,2022-06-15T19:43:22+00,Oil & Gas (1B2),CH4,mf,"[-99.4269745227668, 35.58755833026203, -99.4133445516307, 35.59864182555167]",GAO,,,348.7386493,122.2247274,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220616t174630p0000-A,35.681604,-99.28327,2022-06-16T17:46:30+00,Oil & Gas (1B2),CH4,mf,"[-99.29061987135229, 35.67617123675806, -99.27703576235838, 35.687254676964066]",GAO,,,634.1717038,383.8076955,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220616t191233p0000-A,35.592285,-99.420149,2022-06-16T19:12:33+00,Oil & Gas (1B2),CH4,mf,"[-99.42782810598997, 35.58824978126097, -99.41425901884215, 35.59933315149813]",GAO,,,463.9142957,206.4906176,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220617t173821-A,28.987926,-95.312378,2022-06-17T17:38:21+00,Electricity Generation (1A1),CH4,mf,"[-95.31959591013909, 28.98320444195062, -95.30768887070346, 28.99366562061285]",ang,,,1771.592317,722.2219235,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t174647-A,28.988483,-95.312776,2022-06-17T17:46:47+00,Electricity Generation (1A1),CH4,mf,"[-95.31921974195303, 28.983521006142293, -95.30726051810556, 28.993936038174944]",ang,,,347.7236757,153.6334632,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t181518-A,29.424568,-95.192155,2022-06-17T18:15:18+00,Solid Waste (6A),CH4,mf,"[-95.20179488850948, 29.42222918358664, -95.18736077354585, 29.434800855849186]",ang,,,153.5594136,93.07169999,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t181518-B,29.427967,-95.190812,2022-06-17T18:15:18+00,Solid Waste (6A),CH4,mf,"[-95.20355904222136, 29.42159872949609, -95.18664875981521, 29.436281123678963]",ang,,,821.0131959,301.211701,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t182615-A,29.680274,-94.918819,2022-06-17T18:26:15+00,Solid Waste (6A),CH4,mf,"[-94.92400271995692, 29.67566221794734, -94.91196023570386, 29.686078802703936]",ang,,,1060.659431,408.539143,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t182615-B,29.681164,-94.917508,2022-06-17T18:26:15+00,Solid Waste (6A),CH4,mf,"[-94.92400271995692, 29.67566221794734, -94.91196023570386, 29.686078802703936]",ang,,,812.1292703,368.1427712,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t183149-A,29.680375,-94.919323,2022-06-17T18:31:49+00,Solid Waste (6A),CH4,mf,"[-94.92496283895822, 29.675842132638184, -94.91297300540774, 29.68625884402014]",ang,,,1139.179024,421.5832137,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t183149-B,29.681412,-94.918748,2022-06-17T18:31:49+00,Solid Waste (6A),CH4,mf,"[-94.92506908209502, 29.67584148567017, -94.91302642852112, 29.686304084518458]",ang,,,1273.09194,464.6192335,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t183704-A,29.772372,-94.904796,2022-06-17T18:37:04+00,Electricity Generation (1A1),CH4,mf,"[-94.91132728985258, 29.767037672026923, -94.89927386298986, 29.77745423194111]",ang,,,205.623284,157.0829641,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t184254-A,29.772195,-94.904902,2022-06-17T18:42:54+00,Electricity Generation (1A1),CH4,mf,"[-94.91025244112447, 29.767190230841774, -94.89819883562086, 29.77765281540558]",ang,,,299.687039,236.8891378,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t190047-A,29.951287,-95.232666,2022-06-17T19:00:47+00,Solid Waste (6A),CH4,mf,"[-95.23886001240184, 29.94588800611264, -95.22678722317089, 29.9563026174544]",ang,,,701.2779639,361.6670824,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t191847-A,29.95287,-95.232735,2022-06-17T19:18:47+00,Solid Waste (6A),CH4,mf,"[-95.24026472207775, 29.947648447326284, -95.22485567670947, 29.96104508563093]",ang,,,630.3561429,331.9859328,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t191847-B,29.949542,-95.232794,2022-06-17T19:18:47+00,Solid Waste (6A),CH4,mf,"[-95.24026472207775, 29.947648447326284, -95.22485567670947, 29.96104508563093]",ang,,,104.1591576,47.55945465,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t193158-A,29.772417,-94.904781,2022-06-17T19:31:58+00,Electricity Generation (1A1),CH4,mf,"[-94.90982121924627, 29.767302114813774, -94.89776775207814, 29.777718682057294]",ang,,,489.1576772,297.0853244,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t193158-B,29.750403,-94.92603,2022-06-17T19:31:58+00,Electricity Generation (1A1),CH4,mf,"[-94.93293196016621, 29.745709809807376, -94.92088104704824, 29.756172300049847]",ang,,,866.188119,478.3467314,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t195623-A,29.379192,-95.062202,2022-06-17T19:56:23+00,Solid Waste (6A),CH4,mf,"[-95.0678058591624, 29.374549970665484, -95.05579971108624, 29.384966088266395]",ang,,,492.7179309,225.2541412,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t200122-A,29.426935,-95.191411,2022-06-17T20:01:22+00,Solid Waste (6A),CH4,mf,"[-95.1976667866581, 29.421768351162367, -95.18570862932577, 29.432229578171356]",ang,,,630.5092828,170.3997053,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t203113-A,29.706701,-95.078183,2022-06-17T20:31:13+00,Other,CH4,mf,"[-95.08736086497856, 29.704802204292907, -95.07531591620942, 29.71521789946201]",ang,,,1611.326433,616.0967289,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t204350-A,29.622636,-95.044841,2022-06-17T20:43:50+00,Other,CH4,mf,"[-95.05154120495463, 29.618029523539853, -95.03950632165959, 29.628445496384447]",ang,,,658.5757639,191.80951,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220617t205220-A,29.622644,-95.044711,2022-06-17T20:52:20+00,Other,CH4,mf,"[-95.05192087834277, 29.618046478387637, -95.03988584103263, 29.628508466308595]",ang,,,740.2090528,221.2518826,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t144935-A,29.989862,-90.450877,2022-06-18T14:49:35+00,Other,CH4,mf,"[-90.45570164993637, 29.983830303678698, -90.44367682460894, 29.994291136448492]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t150217-A,29.93477,-90.262951,2022-06-18T15:02:17+00,Solid Waste (6A),CH4,mf,"[-90.27197734794495, 29.91672121077692, -90.24715102441742, 29.938237131872814]",ang,,,5169.646902,2145.681743,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220618t154300p0000-A,36.49925,-101.679965,2022-06-18T15:43:00+00,Oil & Gas (1B2),CH4,mf,"[-101.68628698347963, 36.494566372378955, -101.67232704322763, 36.50583757190083]",GAO,,,436.5917645,166.5779923,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220618t162136-A,30.49328,-91.219362,2022-06-18T16:21:36+00,Oil & Gas (1B2),CH4,mf,"[-91.2241856342557, 30.488047421806293, -91.21209531687852, 30.498511406155053]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t163107-A,30.489363,-91.188085,2022-06-18T16:31:07+00,Electricity Generation (1A1),CH4,mf,"[-91.19392282765837, 30.48419855082623, -91.18177986184601, 30.494616529261926]",ang,,,495.9946112,124.5615798,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t164207-A,30.603922,-91.232642,2022-06-18T16:42:07+00,Solid Waste (6A),CH4,mf,"[-91.24030425965074, 30.596287616718833, -91.22814719166283, 30.60670565991785]",ang,,,534.4532638,114.4241762,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t165716-A,30.603297,-91.234858,2022-06-18T16:57:16+00,Solid Waste (6A),CH4,mf,"[-91.24033455689373, 30.5952850152295, -91.2279641700903, 30.605932660100297]",ang,,,976.8208459,245.5709598,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t171436-A,29.934241,-90.2628,2022-06-18T17:14:36+00,Solid Waste (6A),CH4,mf,"[-90.27335714926392, 29.920727563707512, -90.2538239131705, 29.937610026952793]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t194641-A,30.053555,-93.332977,2022-06-18T19:46:41+00,Electricity Generation (1A1),CH4,mf,"[-93.33924302638822, 30.048507473564772, -93.32725617140242, 30.058836867121126]",ang,,,880.9128316,301.740805,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t204413-A,29.770704,-93.332652,2022-06-18T20:44:13+00,Oil & Gas (1B2),CH4,mfm,"[-93.33815607036978, 29.76609064043549, -93.32625555683141, 29.776420460728442]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220618t210244-A,30.160377,-93.345311,2022-06-18T21:02:44+00,Electricity Generation (1A1),CH4,mf,"[-93.35206752899498, 30.155283391132205, -93.33996181114284, 30.165750251810692]",ang,,,,,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220622t160139p0000-A,47.744285,-102.776233,2022-06-22T16:01:39+00,Oil & Gas (1B2),CH4,mf,"[-102.7835987424595, 47.73885307397912, -102.76837220798699, 47.74909207593547]",GAO,,,2903.57297,1161.775058,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t161856p0000-A,47.76233781,-103.1129276,2022-06-22T16:18:56+00,Oil & Gas (1B2),CH4,mf,"[-103.11763422359415, 47.758815443283964, -103.10240051946768, 47.76905533734791]",GAO,,,3494.392701,921.1562238,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t170229p0000-A,47.792101,-103.38649,2022-06-22T17:02:29+00,Oil & Gas (1B2),CH4,mf,"[-103.39317896577046, 47.787526681942964, -103.37800290809153, 47.79772219944138]",GAO,,,1645.416459,679.007959,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t170229p0000-B,47.79100262,-103.3497629,2022-06-22T17:02:29+00,Oil & Gas (1B2),CH4,mf,"[-103.35714872187395, 47.786880273295665, -103.34190597202102, 47.79712071861072]",GAO,,,1136.903746,217.3812762,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t170229p0000-C,47.801108,-102.918084,2022-06-22T17:02:29+00,Oil & Gas (1B2),CH4,mf,"[-102.92373888079362, 47.797308438934806, -102.90842766336152, 47.80759281373262]",GAO,,,4161.427309,791.8520355,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t172613p0000-A,47.82073313,-102.5174108,2022-06-22T17:26:13+00,Oil & Gas (1B2),CH4,mf,"[-102.52530291190706, 47.81554200342383, -102.50992126635094, 47.825825152656584]",GAO,,,1553.340459,820.6083797,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t174336p0000-A,47.8488558,-103.3433163,2022-06-22T17:43:36+00,Oil & Gas (1B2),CH4,mf,"[-103.35080603646017, 47.843836546084944, -103.33561383286875, 47.85403184625637]",GAO,,,668.7908194,168.543666,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t180720p0000-A,47.858815,-103.189847,2022-06-22T18:07:20+00,Oil & Gas (1B2),CH4,mf,"[-103.19636770666159, 47.85518882443368, -103.1811725448404, 47.86542878529595]",GAO,,,3231.867466,569.6456471,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220622t180720p0000-B,47.84968859,-102.6358059,2022-06-22T18:07:20+00,Oil & Gas (1B2),CH4,mf,"[-102.64236709115511, 47.84572295178303, -102.62697588900805, 47.85609631031827]",GAO,,,380.4802648,49.48562133,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t152012p0000-A,48.170835,-102.81675,2022-06-23T15:20:12+00,Oil & Gas (1B2),CH4,mf,"[-102.82328599873217, 48.165979573421374, -102.80800081596315, 48.17621829710846]",GAO,,,705.0704397,279.8872238,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t152012p0000-B,48.169786,-102.506458,2022-06-23T15:20:12+00,Oil & Gas (1B2),CH4,mf,"[-102.51457323174309, 48.165154828940345, -102.49908749313362, 48.175482555456796]",GAO,,,1230.939163,477.0571375,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t160011p0000-A,48.111472,-103.046494,2022-06-23T16:00:11+00,Oil & Gas (1B2),CH4,mf,"[-103.05425210457288, 48.10655753688851, -103.03898354125316, 48.1167969739265]",GAO,,,1711.895703,899.3329618,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t160011p0000-B,48.109791,-102.858867,2022-06-23T16:00:11+00,Oil & Gas (1B2),CH4,mf,"[-102.86652851074416, 48.1043474600991, -102.85126139850436, 48.11458636439404]",GAO,,,1887.829158,1000.43901,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t160011p0000-C,48.110136,-102.837535,2022-06-23T16:00:11+00,Oil & Gas (1B2),CH4,mf,"[-102.84516841222086, 48.10435222012663, -102.82969960875847, 48.114635975410636]",GAO,,,1475.218991,795.3601812,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t160011p0000-D,48.110693,-102.577569,2022-06-23T16:00:11+00,Oil & Gas (1B2),CH4,mf,"[-102.58529796057083, 48.10548022321947, -102.56989728269998, 48.115763172020316]",GAO,,,1318.467451,724.48279,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t162343p0000-A,48.109993,-102.83738,2022-06-23T16:23:43+00,Oil & Gas (1B2),CH4,mf,"[-102.8451438351471, 48.10493782554772, -102.82987663180602, 48.11517667332237]",GAO,,,1752.374309,1063.066592,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t164048p0000-A,48.077002,-102.774256,2022-06-23T16:40:48+00,Oil & Gas (1B2),CH4,mf,"[-102.78315557311093, 48.07190428812518, -102.7676967249359, 48.082187912301684]",GAO,,,727.884284,291.4515183,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t172333p0001-A,48.03979,-103.464203,2022-06-23T17:23:33+00,Oil & Gas (1B2),CH4,mf,"[-103.47169303374181, 48.03495525770629, -103.45644443742671, 48.04515063602314]",GAO,,,633.517679,190.3262045,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t180441p0000-A,47.99169026,-102.645141,2022-06-23T18:04:41+00,Oil & Gas (1B2),CH4,mf,"[-102.65208309517128, 47.987148369428105, -102.63671717286375, 47.997431714799035]",GAO,,,229.0267021,69.19699597,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t182734p0000-A,47.984904,-103.354196,2022-06-23T18:27:34+00,Oil & Gas (1B2),CH4,mf,"[-103.36051924704716, 47.98078459965354, -103.34521976374454, 47.99097984040084]",GAO,,,855.5892842,346.9029925,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220623t190729p0000-A,47.94652085,-103.5000342,2022-06-23T19:07:29+00,Oil & Gas (1B2),CH4,mf,"[-103.50759881241476, 47.94131365844652, -103.49244467022068, 47.95146429178396]",GAO,,,144.8676975,19.8566149,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220625t134948-B,42.087766,-82.864812,2022-06-25T13:49:48+00,Solid Waste (6A),CH4,mf,"[-82.88205307463166, 42.085091065644974, -82.85717335852802, 42.10355286661749]",ang,,,972.2987618,294.9347625,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t140249-A,42.309615,-82.050539,2022-06-25T14:02:49+00,Solid Waste (6A),CH4,mf,"[-82.0580412871226, 42.30509421216479, -82.04491443153564, 42.31484484975111]",ang,,,211.8717466,103.2742698,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t140249-B,42.31539,-82.054742,2022-06-25T14:02:49+00,Solid Waste (6A),CH4,mf,"[-82.06133215572558, 42.31033810220637, -82.04820434859022, 42.32004549358169]",ang,,,148.6569349,66.94334955,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t141534-A,42.976146,-81.876627,2022-06-25T14:15:34+00,Solid Waste (6A),CH4,mf,"[-81.88336019908716, 42.97150423160827, -81.87003355017846, 42.98125447166908]",ang,,,159.9624982,85.8786822,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t141534-B,42.975997,-81.872102,2022-06-25T14:15:34+00,Solid Waste (6A),CH4,mf,"[-81.87970013929392, 42.9708398972908, -81.86643259574765, 42.98054700208462]",ang,,,1372.086105,349.9595485,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t141534-C,42.974675,-81.869031,2022-06-25T14:15:34+00,Solid Waste (6A),CH4,mf,"[-81.87610516066421, 42.97052180451899, -81.86277870512394, 42.980272058872075]",ang,,,470.080882,140.1217433,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t142533-A,42.811314,-81.334213,2022-06-25T14:25:33+00,Solid Waste (6A),CH4,mfm,"[-81.34201163198111, 42.80766588283394, -81.32742510379673, 42.8183662024247]",ang,,,1385.094534,645.2511886,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t142533-B,42.809495,-81.333381,2022-06-25T14:25:33+00,Solid Waste (6A),CH4,mfm,"[-81.34201163198111, 42.80766588283394, -81.32742510379673, 42.8183662024247]",ang,,,598.5773761,367.0679368,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t171333-A,42.314552,-82.057603,2022-06-25T17:13:33+00,Solid Waste (6A),CH4,mf,"[-82.06391188424568, 42.30883715393046, -82.05078427056434, 42.3185877747715]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220625t172825-A,42.089958,-82.866368,2022-06-25T17:28:25+00,Solid Waste (6A),CH4,mf,"[-82.88585296259579, 42.08530025772415, -82.85643808971079, 42.107126685652325]",ang,,,1242.708988,301.9364619,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t172825-B,42.087747,-82.86479,2022-06-25T17:28:25+00,Solid Waste (6A),CH4,mf,"[-82.88439470299424, 42.084894676803664, -82.85480544425013, 42.10689374850771]",ang,,,401.6936278,150.9055651,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t172825-C,42.088861,-82.86391,2022-06-25T17:28:25+00,Solid Waste (6A),CH4,mf,"[-82.8836956425143, 42.08545453722197, -82.85497851301136, 42.10676326066428]",ang,,,484.3990168,272.5565949,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t174315-A,42.315049,-82.057209,2022-06-25T17:43:15+00,Solid Waste (6A),CH4,mf,"[-82.06305888231596, 42.30942717315432, -82.04864743431679, 42.320126970688904]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220625t174315-B,42.311184,-82.053284,2022-06-25T17:43:15+00,Solid Waste (6A),CH4,mf,"[-82.06305888231596, 42.30942717315432, -82.04864743431679, 42.320126970688904]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220625t175620-B,42.975995,-81.873478,2022-06-25T17:56:20+00,Solid Waste (6A),CH4,mf,"[-81.88732800477197, 42.97138349471984, -81.86450623246982, 42.98807978706867]",ang,,,1191.962121,274.6604668,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t175620-C,42.974747,-81.869028,2022-06-25T17:56:20+00,Solid Waste (6A),CH4,mf,"[-81.87651323382956, 42.97103936955729, -81.86324563967317, 42.98074647989171]",ang,,,348.021545,173.8195969,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t180610-A,42.809492,-81.333327,2022-06-25T18:06:10+00,Solid Waste (6A),CH4,mfm,"[-81.34970935665199, 42.806849947777486, -81.32271069237623, 42.82661116966304]",ang,,,393.4983583,104.3290013,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t185001-A,43.077265,-79.793026,2022-06-25T18:50:01+00,Solid Waste (6A),CH4,mf,"[-79.80017542906421, 43.07343560890784, -79.78670808686017, 43.083229289325395]",ang,,,254.4557826,29.88540711,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220625t201341-A,43.07548,-79.793148,2022-06-25T20:13:41+00,Solid Waste (6A),CH4,mf,"[-79.8002200048223, 43.07072325123902, -79.78693057136746, 43.08047370409981]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220625t202615-A,43.472639,-79.833417,2022-06-25T20:26:15+00,Solid Waste (6A),CH4,mf,"[-79.84148255652019, 43.46870040905729, -79.82770625946945, 43.47869773382181]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
GAO20220626t160246p0000-A,47.740167,-103.328758,2022-06-26T16:02:46+00,Oil & Gas (1B2),CH4,mf,"[-103.33723216395985, 47.735261169151336, -103.32207152837033, 47.745456565461254]",GAO,,,4012.917776,1295.494138,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220626t160246p0000-B,47.734905,-102.642447,2022-06-26T16:02:46+00,Oil & Gas (1B2),CH4,mf,"[-102.64700050999967, 47.72024119723061, -102.61415218246746, 47.74229036438895]",GAO,,,10562.56419,1772.46643,,,,,hrrr,Global Airborne Observatory,ASU GDCS
GAO20220626t162414p0000-A,47.760101,-103.026683,2022-06-26T16:24:14+00,Oil & Gas (1B2),CH4,mf,"[-103.03358560769459, 47.754705486633114, -103.01835339283461, 47.76494518859479]",GAO,,,3081.294986,796.3155131,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220627t133352-A,42.310313,-82.052395,2022-06-27T13:33:52+00,Solid Waste (6A),CH4,mf,"[-82.05890216200743, 42.30551983085924, -82.04587733595775, 42.31510957338269]",ang,,,253.4483974,44.63853112,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220627t140536-A,42.088758,-82.864902,2022-06-27T14:05:36+00,Solid Waste (6A),CH4,mf,"[-82.8704325216042, 42.076144799947144, -82.84152068865293, 42.09760112151953]",ang,,,2559.149167,543.106349,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220627t142539-A,42.973859,-81.869576,2022-06-27T14:25:39+00,Solid Waste (6A),CH4,mf,"[-81.87571732609001, 42.96887668163963, -81.86272661336736, 42.978381564167734]",ang,,,1713.418262,404.6314284,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220627t143612-A,42.809955,-81.333212,2022-06-27T14:36:12+00,Solid Waste (6A),CH4,mfm,"[-81.33648504851085, 42.801228670092755, -81.32105196444044, 42.81255112370372]",ang,,,544.6801403,213.0073646,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220627t143612-B,42.808855,-81.33279,2022-06-27T14:36:12+00,Solid Waste (6A),CH4,mf,"[-81.33827558373777, 42.80451532026555, -81.32526062335049, 42.81402110685534]",ang,,,871.4690453,492.4322941,,,,,hrrr,AVIRIS-NG,NASA-JPL
GAO20220627t150152p0000-A,47.875255,-102.689158,2022-06-27T15:01:52+00,Oil & Gas (1B2),CH4,mf,"[-102.69695349568063, 47.87031847893608, -102.68168882679606, 47.88055717365712]",GAO,,,1797.340473,568.0257869,,,,,hrrr,Global Airborne Observatory,ASU GDCS
ang20220627t161733-A,42.312018,-82.05894,2022-06-27T16:17:33+00,Solid Waste (6A),CH4,mf,"[-82.06491407287344, 42.30680744876452, -82.05194600870816, 42.316397264687865]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
