plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,plume_png_object,plume_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20220228t215349-A,34.325815,-118.515558,2022-02-28T21:53:49+00,Solid Waste (6A),CH4,mf,,ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220302t182228-A,33.797174,-117.461732,2022-03-02T18:22:28+00,Solid Waste (6A),CH4,mf,"[-117.46851927472694, 33.79427828569001, -117.45613197416587, 33.804548615761156]",ang,,,1033.416432,516.6829391,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t182946-A,33.715718,-117.697324,2022-03-02T18:29:46+00,Solid Waste (6A),CH4,mf,"[-117.70052421311327, 33.7130764141429, -117.69373979210863, 33.71871969644816]",ang,,,253.3476399,121.1269889,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t182946-B,33.720865,-117.703204,2022-03-02T18:29:46+00,Solid Waste (6A),CH4,mf,"[-117.70609306793652, 33.71779264002237, -117.69930828496265, 33.72343591339856]",ang,,,350.661087,189.8411281,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t184722-A,34.328494,-118.516111,2022-03-02T18:47:22+00,Solid Waste (6A),CH4,mf,"[-118.52007727631377, 34.32612677998597, -118.51340143202698, 34.33166407196862]",ang,,,695.7833833,365.5991464,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t185439-A,34.403933,-118.99706,2022-03-02T18:54:39+00,Solid Waste (6A),CH4,mf,"[-119.00012864718394, 34.401319855535796, -118.99323126766231, 34.407010693175046]",ang,,,514.6156278,299.083848,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t195344-A,33.720324,-117.703238,2022-03-02T19:53:44+00,Solid Waste (6A),CH4,mf,"[-117.7070416276879, 33.7171998526509, -117.70022652234024, 33.72289357774621]",ang,,,477.9515358,185.6085434,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t200003-A,33.796276,-117.462914,2022-03-02T20:00:03+00,Solid Waste (6A),CH4,mf,"[-117.46631522888849, 33.793594118161494, -117.46003739060154, 33.798834529705395]",ang,,,648.8269327,252.3979344,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t201838-A,34.3302,-118.517751,2022-03-02T20:18:38+00,Solid Waste (6A),CH4,mf,"[-118.52170897089617, 34.32637652382162, -118.51420402100239, 34.3325741736075]",ang,,,597.4165249,168.1023999,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220302t205915-A,34.405117,-118.994027,2022-03-02T20:59:15+00,Solid Waste (6A),CH4,mf,"[-118.99645777053023, 34.4025593850205, -118.98869259122915, 34.40896609799318]",ang,,,1123.290598,591.7484539,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220308t221613-A,34.327481,-118.518051,2022-03-08T22:16:13+00,Solid Waste (6A),CH4,mf,"[-118.52121764335322, 34.32352286947508, -118.51394720536815, 34.329549555337586]",ang,,,1384.986561,534.9127848,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t185338-A,33.715342,-117.70036,2022-03-11T18:53:38+00,Solid Waste (6A),CH4,mf,"[-117.70348144219868, 33.71266293421047, -117.6969101576546, 33.718128961545844]",ang,,,719.107532,307.0592637,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t191344-A,34.325482,-118.517633,2022-03-11T19:13:44+00,Solid Waste (6A),CH4,mf,"[-118.52018927638782, 34.323246483214476, -118.51403539756237, 34.328306143985984]",ang,,,1858.819974,471.0486532,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t192131-A,34.403755,-118.997204,2022-03-11T19:21:31+00,Solid Waste (6A),CH4,mf,"[-119.00070972530186, 34.40103601915515, -118.9937512517823, 34.40675210139774]",ang,,,550.4067913,144.1836654,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t200606-A,34.325744,-118.516348,2022-03-11T20:06:06+00,Solid Waste (6A),CH4,mf,"[-118.5222054876246, 34.32101023013906, -118.51074171526103, 34.33050001569854]",ang,,,1289.844935,529.3241909,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t202515-A,33.720566,-117.704825,2022-03-11T20:25:15+00,Solid Waste (6A),CH4,mf,"[-117.70861410380638, 33.71726688459957, -117.7020131160818, 33.72275732397339]",ang,,,856.9973957,322.5256253,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t205203-A,34.327324,-118.516384,2022-03-11T20:52:03+00,Solid Waste (6A),CH4,mf,"[-118.52000387098956, 34.323159727122714, -118.51269758958568, 34.32919355203774]",ang,,,1583.393618,326.2915072,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t205920-A,34.403755,-118.997204,2022-03-11T20:59:20+00,Solid Waste (6A),CH4,mf,"[-119.00083563459536, 34.40070849399994, -118.99387718849417, 34.40642457609674]",ang,,,1121.316856,304.00997,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220311t214308-A,34.325722,-118.515921,2022-03-11T21:43:08+00,Solid Waste (6A),CH4,mf,"[-118.52010103758637, 34.323264602333346, -118.5133208470722, 34.328863967451554]",ang,,,3311.003424,905.2263507,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t183050-A,33.796733,-117.463668,2022-03-18T18:30:50+00,Solid Waste (6A),CH4,mf,"[-117.46793768041951, 33.791201926472816, -117.4583098245698, 33.799202973584606]",ang,,,818.3775319,312.0919301,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t183727-A,33.716065,-117.698662,2022-03-18T18:37:27+00,Solid Waste (6A),CH4,mf,"[-117.7017475050521, 33.71375230997836, -117.69514677626391, 33.71924275873896]",ang,,,310.623388,89.12287285,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t183727-B,33.720787,-117.704105,2022-03-18T18:37:27+00,Solid Waste (6A),CH4,mf,"[-117.7072575971276, 33.71764181685245, -117.70068593979715, 33.72310783727248]",ang,,,305.5610774,101.1648079,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t185710-A,34.327091,-118.516277,2022-03-18T18:57:10+00,Solid Waste (6A),CH4,mf,"[-118.52066268107953, 34.32521261983813, -118.51401624531813, 34.33070140086983]",ang,,,357.6225303,144.5128031,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t185710-B,34.317442,-118.507522,2022-03-18T18:57:10+00,Oil & Gas (1B2),CH4,mf,"[-118.51091033156004, 34.314864105689104, -118.50420579644765, 34.320377261478924]",ang,,,274.4939829,152.6183955,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t190518-A,34.405178,-118.992791,2022-03-18T19:05:18+00,Solid Waste (6A),CH4,mf,"[-118.9974221745103, 34.40256080654028, -118.98944327494128, 34.409116865193035]",ang,,,712.9730007,211.5284329,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t195813-A,34.404972,-118.992691,2022-03-18T19:58:13+00,Solid Waste (6A),CH4,mf,"[-118.99542039641914, 34.402811291216864, -118.98895882135393, 34.40811909339526]",ang,,,510.5063092,143.4348958,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t200606-A,34.32717,-118.516216,2022-03-18T20:06:06+00,Solid Waste (6A),CH4,mf,"[-118.51953732493583, 34.32443669121567, -118.51289094739484, 34.32992547492471]",ang,,,163.18397,67.78671524,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t200606-B,34.328386,-118.52137,2022-03-18T20:06:06+00,Solid Waste (6A),CH4,mf,"[-118.52566481986243, 34.32596756923241, -118.51725378440356, 34.332913474865606]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220318t200606-C,34.317588,-118.507595,2022-03-18T20:06:06+00,Oil & Gas (1B2),CH4,mf,"[-118.51073708412137, 34.31480679326855, -118.50403255312536, 34.320319949434726]",ang,,,161.3087564,63.38732199,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t202431-A,33.796437,-117.461947,2022-03-18T20:24:31+00,Solid Waste (6A),CH4,mf,"[-117.46640462186915, 33.79218326881543, -117.45675723791777, 33.800176158360564]",ang,,,,,,,,,,AVIRIS-NG,NASA-JPL
ang20220318t203132-A,33.715349,-117.698999,2022-03-18T20:31:32+00,Solid Waste (6A),CH4,mf,"[-117.7032272964071, 33.712456273080626, -117.6961377987306, 33.71832725970287]",ang,,,399.5726976,103.5720807,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t205055-B,34.317657,-118.507638,2022-03-18T20:50:55+00,Oil & Gas (1B2),CH4,mf,"[-118.51057487570282, 34.31542817211637, -118.50392918387392, 34.32091697870966]",ang,,,444.6605748,158.5526227,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t205055-C,34.327268,-118.516188,2022-03-18T20:50:55+00,Solid Waste (6A),CH4,mf,"[-118.52075521171685, 34.325041744142744, -118.51404989438588, 34.33055487449884]",ang,,,140.7880797,81.86985618,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t205907-A,34.405234,-118.992184,2022-03-18T20:59:07+00,Solid Waste (6A),CH4,mf,"[-118.99520914416016, 34.40277969941269, -118.98849903841385, 34.40834021204581]",ang,,,363.9662018,186.7977195,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t213136-A,34.406525,-118.992124,2022-03-18T21:31:36+00,Solid Waste (6A),CH4,mf,"[-118.99527344552659, 34.4037142747806, -118.98881180086063, 34.409022076840955]",ang,,,872.0923865,336.9976587,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220318t214057-A,34.32772,-118.517372,2022-03-18T21:40:57+00,Solid Waste (6A),CH4,mf,"[-118.5216351723644, 34.32527696856331, -118.51498873389163, 34.33076574762545]",ang,,,940.5071445,399.8729218,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t181621-A,36.572873,-108.182065,2022-03-23T18:16:21+00,Oil & Gas (1B2),CH4,mf,"[-108.18821271544293, 36.56694504371067, -108.17462710704147, 36.57785570808709]",ang,,,454.0167497,221.5815048,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t184723-A,36.792961,-108.389035,2022-03-23T18:47:23+00,Coal Mining (1B1a),CH4,mf,"[-108.3929300485375, 36.78597527189662, -108.37924496583976, 36.796886923646056]",ang,,,165.1700403,37.76546357,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t190401-A,36.792945,-108.388937,2022-03-23T19:04:01+00,Coal Mining (1B1a),CH4,mf,"[-108.39267319930545, 36.78709251975769, -108.37950437150367, 36.79768411219107]",ang,,,472.1053561,66.23709105,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t190401-B,36.564851,-108.033643,2022-03-23T19:04:01+00,Oil & Gas (1B2),CH4,mf,"[-108.03750334198335, 36.55908847739167, -108.02443264012427, 36.569632554507216]",ang,,,472.3440284,228.7584505,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t201041-A,36.47918,-107.710691,2022-03-23T20:10:41+00,Oil & Gas (1B2),CH4,mf,"[-107.71662442726208, 36.47371319296189, -107.70308182487372, 36.48460243633444]",ang,,,334.3050155,117.5066039,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t202800-A,36.479247,-107.710614,2022-03-23T20:28:00+00,Oil & Gas (1B2),CH4,mf,"[-107.71662607430498, 36.473756271897074, -107.7031998660473, 36.48450519519697]",ang,,,407.8699057,123.4192761,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t202800-B,36.585262,-107.852477,2022-03-23T20:28:00+00,Oil & Gas (1B2),CH4,mf,"[-107.85819676944487, 36.57977000449703, -107.84475114151964, 36.59051972970332]",ang,,,452.2597706,74.00736372,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t210157-A,36.757777,-107.999486,2022-03-23T21:01:57+00,Oil & Gas (1B2),CH4,mf,"[-108.00546728719739, 36.751893167538064, -107.99230690206579, 36.76243699148599]",ang,,,312.5765434,106.1448929,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t210157-B,36.732521,-107.96125,2022-03-23T21:01:57+00,Oil & Gas (1B2),CH4,mf,"[-107.96772052968008, 36.72713184481637, -107.95462197361695, 36.73767536056942]",ang,,,426.9117469,52.85848653,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t210157-C,36.530068,-107.656399,2022-03-23T21:01:57+00,Oil & Gas (1B2),CH4,mf,"[-107.66198517724773, 36.52542815473401, -107.6488660685253, 36.53596985761155]",ang,,,238.0121254,65.47388078,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t210157-D,36.531942,-107.655539,2022-03-23T21:01:57+00,Oil & Gas (1B2),CH4,mf,"[-107.66172413718641, 36.52620195310808, -107.64866179957428, 36.536743767195475]",ang,,,406.7389462,60.08140999,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t211641-A,36.735991,-107.931755,2022-03-23T21:16:41+00,Oil & Gas (1B2),CH4,mf,"[-107.93807777323413, 36.73061825443535, -107.92497884211404, 36.74116159329152]",ang,,,643.3842545,361.6861304,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t211641-B,36.711261,-107.894347,2022-03-23T21:16:41+00,Oil & Gas (1B2),CH4,mf,"[-107.9000484143107, 36.705134900674146, -107.8867252037264, 36.71581567048048]",ang,,,245.8756101,73.48457296,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220323t211641-C,36.53236,-107.655458,2022-03-23T21:16:41+00,Oil & Gas (1B2),CH4,mf,"[-107.66164168539144, 36.52709098980214, -107.64857919926546, 36.53763280256646]",ang,,,328.5700304,139.2056431,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-A,36.75886,-107.912618,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.9208652141341, 36.75454083876303, -107.90750541696472, 36.76529078249297]",ang,,,105.1118702,47.97920702,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-B,36.701993,-107.832366,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.83902703413045, 36.69691385406329, -107.82567781535526, 36.70766335078392]",ang,,,55.53881932,34.55346934,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-C,36.459465,-107.494425,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.50046499655494, 36.45349322237034, -107.48692802812894, 36.46438077529446]",ang,,,655.9315441,308.3746688,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-D,36.432543,-107.477854,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.48608079289805, 36.427862643728886, -107.47260618694526, 36.43870362369036]",ang,,,176.3438516,77.47599564,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-E,36.404555,-107.422965,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.43281186231123, 36.40093356404497, -107.41928460094815, 36.41182067925338]",ang,,,569.0430188,328.9533789,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t163056-F,36.404797,-107.413644,2022-03-24T16:30:56+00,Oil & Gas (1B2),CH4,mf,"[-107.4211268798509, 36.4004894324926, -107.40765756989288, 36.41132997202041]",ang,,,512.74606,218.6002585,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t164848-A,36.929159,-108.15004,2022-03-24T16:48:48+00,Oil & Gas (1B2),CH4,mf,"[-108.15709476461869, 36.9267244305775, -108.14364474167131, 36.937475681459745]",ang,,,113.5931736,52.17338622,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t164848-B,36.925566,-108.149073,2022-03-24T16:48:48+00,Oil & Gas (1B2),CH4,mf,"[-108.1561425130143, 36.92093793949042, -108.1426936575659, 36.931642332434336]",ang,,,48.69459506,29.21709373,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t164848-C,36.759177,-107.912516,2022-03-24T16:48:48+00,Oil & Gas (1B2),CH4,mf,"[-107.91906821610088, 36.75420669268767, -107.90570849022073, 36.764956625885645]",ang,,,58.57460936,36.28480783,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t164848-D,36.477221,-107.496761,2022-03-24T16:48:48+00,Oil & Gas (1B2),CH4,mf,"[-107.50262634180646, 36.472385193904266, -107.4891440429113, 36.48327286294338]",ang,,,545.7345489,314.87512,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t170857-A,36.865301,-107.994054,2022-03-24T17:08:57+00,Oil & Gas (1B2),CH4,mf,"[-107.99990275947482, 36.861752624746025, -107.98628993121334, 36.87264327215724]",ang,,,95.3037967,74.31691294,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t170857-B,36.822567,-107.921865,2022-03-24T17:08:57+00,Oil & Gas (1B2),CH4,mf,"[-107.92867060466003, 36.817387624365175, -107.9152998597449, 36.82813755523515]",ang,,,119.8143647,74.23317991,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t170857-C,36.560016,-107.565026,2022-03-24T17:08:57+00,Oil & Gas (1B2),CH4,mf,"[-107.57003337384057, 36.55432879186278, -107.55665266625905, 36.56507666607538]",ang,,,696.8790214,276.4469375,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t172653-A,36.918962,-108.018786,2022-03-24T17:26:53+00,Oil & Gas (1B2),CH4,mf,"[-108.02567148850524, 36.91367494742368, -108.01231125403702, 36.92435625904273]",ang,,,276.8092072,183.6529348,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t172653-B,36.770688,-107.81605,2022-03-24T17:26:53+00,Oil & Gas (1B2),CH4,mf,"[-107.82251823163521, 36.76691641146642, -107.80941400564514, 36.77745902287081]",ang,,,228.4577577,182.8346341,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t172653-C,36.767597,-107.803647,2022-03-24T17:26:53+00,Oil & Gas (1B2),CH4,mf,"[-107.81023399562385, 36.762864905012314, -107.79713055111036, 36.77340744478092]",ang,,,258.4724669,192.2716287,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t172653-D,36.664923,-107.674801,2022-03-24T17:26:53+00,Oil & Gas (1B2),CH4,mf,"[-107.68154229284995, 36.659666970867335, -107.66845732785227, 36.67020879451531]",ang,,,134.0228791,72.17391853,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t174703-A,36.939912,-108.045577,2022-03-24T17:47:03+00,Oil & Gas (1B2),CH4,mf,"[-108.05181737103983, 36.93489895071577, -108.03862533531607, 36.945442863310205]",ang,,,53.89737216,40.63328144,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t174703-B,36.491906,-107.346024,2022-03-24T17:47:03+00,Oil & Gas (1B2),CH4,mf,"[-107.35358560469999, 36.48673858538893, -107.3403613316032, 36.4973700987643]",ang,,,428.2031918,213.3132319,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t174703-C,36.455192,-107.3218,2022-03-24T17:47:03+00,Oil & Gas (1B2),CH4,mf,"[-107.32769112802188, 36.44945914582568, -107.31441657876066, 36.460090388190494]",ang,,,84.1521327,35.38886065,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t180449-A,36.787297,-107.76106,2022-03-24T18:04:49+00,Oil & Gas (1B2),CH4,mf,"[-107.7676090619451, 36.782826414102466, -107.75450255512037, 36.793368671890526]",ang,,,212.3778273,147.1964509,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t180449-B,36.561831,-107.396292,2022-03-24T18:04:49+00,Oil & Gas (1B2),CH4,mf,"[-107.40056912887226, 36.556259375223256, -107.38733275820937, 36.566936878100066]",ang,,,154.6924577,85.22749284,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t180449-C,36.506158,-107.352409,2022-03-24T18:04:49+00,Oil & Gas (1B2),CH4,mf,"[-107.35927591390544, 36.50165574395584, -107.34604919573685, 36.51233299667668]",ang,,,301.6889465,200.960152,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t182439-A,37.018437,-108.024329,2022-03-24T18:24:39+00,Oil & Gas (1B2),CH4,mf,"[-108.03086656563585, 37.01345586618169, -108.01748889031104, 37.024137110951436]",ang,,,311.7981769,173.2380627,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t182439-B,36.84297,-107.808426,2022-03-24T18:24:39+00,Oil & Gas (1B2),CH4,mf,"[-107.8145110602067, 36.83813287549014, -107.80133764677481, 36.84867525991046]",ang,,,114.8593649,46.4322653,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t182439-C,36.730073,-107.649603,2022-03-24T18:24:39+00,Oil & Gas (1B2),CH4,mf,"[-107.65531656709, 36.72447560528427, -107.64199194866225, 36.735154814527014]",ang,,,206.9141313,129.2328847,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t182439-D,36.643837,-107.494247,2022-03-24T18:24:39+00,Oil & Gas (1B2),CH4,mf,"[-107.49947688018635, 36.638883805392396, -107.48616829085756, 36.64956204581478]",ang,,,530.9850757,257.8521781,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-A,36.871832,-107.764638,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.77057018918383, 36.866753288148075, -107.75759431090708, 36.87708877887275]",ang,,,362.0328604,159.2470803,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-B,36.8641,-107.765376,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.77151038220495, 36.8590748139836, -107.75853579221936, 36.86941031727421]",ang,,,207.3367241,104.1328954,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-C,36.864924,-107.754161,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.76142892042509, 36.86015166216962, -107.74851025482734, 36.87048721394462]",ang,,,110.3821938,52.36976195,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-D,36.85967,-107.74626,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.75307012167441, 36.85496761094245, -107.74009636580463, 36.86530300527859]",ang,,,101.3893927,70.53864841,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-E,36.837278,-107.738743,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.74676628977711, 36.83303470370126, -107.73379641465128, 36.84341490399842]",ang,,,267.0943433,190.6301281,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-F,36.745705,-107.59845,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.60324829222465, 36.74017427390327, -107.59029488461506, 36.75050893788679]",ang,,,645.0976264,357.2930807,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-G,36.702223,-107.537342,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.54379770832476, 36.69778114030997, -107.53090820421352, 36.708115234362474]",ang,,,206.7789073,94.05017253,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t184133-H,36.593392,-107.39374,2022-03-24T18:41:33+00,Oil & Gas (1B2),CH4,mf,"[-107.39942914934264, 36.58807978907676, -107.38644702536023, 36.598547895725254]",ang,,,246.38999,140.6165707,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-A,36.88797,-107.755617,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.76192511464178, 36.88310532065412, -107.7490025877399, 36.89344085497036]",ang,,,811.7919557,237.2919135,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-B,36.865049,-107.754097,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.75982489195843, 36.86115246856228, -107.74685004096813, 36.87148789873112]",ang,,,277.3007789,61.88298353,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-C,36.859732,-107.746133,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.75233850752367, 36.85522617452799, -107.73936471367456, 36.86556156415294]",ang,,,153.4437457,68.58972527,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-D,36.723296,-107.527625,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.53349236457969, 36.71812241766828, -107.52065547100919, 36.728456537999996]",ang,,,250.4767043,60.62406669,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-E,36.650028,-107.396739,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.40233958240687, 36.645793987996356, -107.38934776955263, 36.65626206692149]",ang,,,436.8084631,130.8858436,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t190105-F,36.574881,-107.286732,2022-03-24T19:01:05+00,Oil & Gas (1B2),CH4,mf,"[-107.29327022463542, 36.57000795505377, -107.28029205466316, 36.58047532369289]",ang,,,611.9830954,95.33549826,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-B,37.02112,-107.917843,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.92482870159054, 37.01663444121841, -107.91193886532456, 37.0269707098435]",ang,,,95.84981637,54.09062984,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-C,36.858475,-107.685613,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.69123650168, 36.85410305314269, -107.67826337196335, 36.86443806560615]",ang,,,323.2764625,117.8755572,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-D,36.845872,-107.673173,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.6799496092826, 36.84153394873997, -107.66697882260576, 36.851913724893876]",ang,,,394.2163276,140.3094813,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-E,36.789349,-107.569288,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.57538281347466, 36.7844590811828, -107.56247844161948, 36.79479341591705]",ang,,,458.5446839,124.1734025,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-F,36.708693,-107.444561,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.44891436750974, 36.70190586086713, -107.43585655159852, 36.71237432703969]",ang,,,315.7772566,125.5432285,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t191818-G,36.575288,-107.286552,2022-03-24T19:18:18+00,Oil & Gas (1B2),CH4,mf,"[-107.29265090449205, 36.570417806360126, -107.27967267157828, 36.5808851702062]",ang,,,689.4886364,160.9245674,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t193809-A,36.974453,-107.79658,2022-03-24T19:38:09+00,Oil & Gas (1B2),CH4,mf,"[-107.80258185609146, 36.96920417065755, -107.7895885374687, 36.979584589821165]",ang,,,252.685169,135.6646921,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t193809-B,36.916965,-107.700978,2022-03-24T19:38:09+00,Oil & Gas (1B2),CH4,mf,"[-107.70751193367555, 36.91479426550615, -107.69464083655929, 36.925129326349435]",ang,,,565.0598738,69.93492242,,,,,hrrr,AVIRIS-NG,NASA-JPL
ang20220324t193809-C,36.736236,-107.438217,2022-03-24T19:38:09+00,Oil & Gas (1B2),CH4,mf,"[-107.44365439032126, 36.73085629302641, -107.43081612707364, 36.74118980220767]",ang,,,535.6092747,109.1228966,,,,,hrrr,AVIRIS-NG,NASA-JPL
